review_text,review_rating,review_timestamp,clean_review
Its fun! I wouldnt rely on it to replace a gps or google maps but it is a fun app to fun on the side. Its more useful as a game on a national scale,4,31-03-2011 03:37,its fun i wouldnt rely on it to replace a gps or google maps but it is a fun app to fun on the side its more useful as a game on a national scale
"I was really keen on WAZE, but I don't have a data bundle and can't afford it. I'd rather download a local map once off and then just get the traffic updates. So... I've uninstalled it and gone back to NavFree.",1,01-06-2012 19:48,i was really keen on waze but i don t have a data bundle and can t afford it i d rather download a local map once off and then just get the traffic updates so i ve uninstalled it and gone back to navfree
Very addictive and fun,5,10-02-2010 17:51,very addictive and fun
Great app. Does the job,4,04-11-2009 22:31,great app does the job
"Cool, fun & useful. Use everyday.",5,02-05-2012 11:37,cool fun useful use everyday
Love this app! It reported hidden police and Ilooked up and hey was right in front of us.,5,27-09-2012 03:17,love this app it reported hidden police and ilooked up and hey was right in front of us
"I drive into Nashville everyday and my Waze buddies  have saved me many times by warning me quickly about accidents, heavy traffic and jams. Traffic here is often at a standstill when you come over a hill, and I love knowing before I get there to slow down!",5,28-06-2012 02:39,i drive into nashville everyday and my waze buddies have saved me many times by warning me quickly about accidents heavy traffic and jams traffic here is often at a standstill when you come over a hill and i love knowing before i get there to slow down
"I needed to uninstall, so after I did, screwed up my settings! I don't recommend!",1,27-01-2010 06:32,i needed to uninstall so after i did screwed up my settings i don t recommend
"The software has potential, but poor driving direction and navigation.  Too many errors found, due to users incorrect input.  No offline map.",2,19-12-2011 14:36,the software has potential but poor driving direction and navigation too many errors found due to users incorrect input no offline map
Awesome! Definitely the best app I've used so far. Easy & very cool features!,5,26-10-2012 11:49,awesome definitely the best app i ve used so far easy very cool features
#wave cool,4,30-05-2012 12:20,wave cool
Fun to use sat nav,5,05-08-2012 19:25,fun to use sat nav
Gives Google maps a run for its money!,5,11-10-2012 23:20,gives google maps a run for its money
I love this app. But here are some improvements: 1. Make a 'motorcycle' option that won't mind traffic and will not be calculated as fast car. 2. Same for 'taxi' that can go through public transportation rodes. 3. In my nexus s Android 4.0.3 I tent to have gps connectivity problems. That's it for now :-),4,21-06-2012 16:18,i love this app but here are some improvements 1 make a motorcycle option that won t mind traffic and will not be calculated as fast car 2 same for taxi that can go through public transportation rodes 3 in my nexus s android 4 0 3 i tent to have gps connectivity problems that s it for now
App sent a tweet from my account spamming that I installed it without my authorization.,1,01-02-2012 23:43,app sent a tweet from my account spamming that i installed it without my authorization
New version stable,4,03-05-2012 13:30,new version stable
Pretty cool use it all the time,5,24-06-2012 23:23,pretty cool use it all the time
Really fun and helpful app!,5,11-06-2011 21:33,really fun and helpful app
"Really cool idea, all the content is user generated. That means the more people who use out the better it gets. This also means sometimes it's wrong.",5,03-07-2011 03:51,really cool idea all the content is user generated that means the more people who use out the better it gets this also means sometimes it s wrong
"Time estimations are way off, followed a route to save 45 minutes ended up adding 30 minutes....garbage app!",1,01-09-2012 11:18,time estimations are way off followed a route to save 45 minutes ended up adding 30 minutes garbage app
Superb app....just a little battery drainer Samsung Gs2,5,23-08-2011 08:21,superb app just a little battery drainer samsung gs2
Great way to cut travel time before you get caught in jams,5,16-07-2012 01:30,great way to cut travel time before you get caught in jams
#waze - knew about this program but never got around to use it til now and it is looking awesome! Will play with it some more!,5,28-05-2012 20:16,waze knew about this program but never got around to use it til now and it is looking awesome will play with it some more
"I discovered Waze several months ago when I went to buy a new GPS and a commenter shared how much they loved Waze and would never buy a stand alone GPS ever again.  I downloaded it immediately.  In the beginning, I was a bit frustrated with Waze and how hard it kept working to take me on routes I did not want.  However, I started trusting it and have really seen a change! I like that it gives me alternate routes and shows me where the slow downs are. That makes for an informed decision as I make the trek to and from work.  I love that Waze has learned the routes I take most frequently and can help me navigate through and around them.  I also appreciate that it is generally up to date because of the social aspect.  The only cons I have are the frequency of the pop ups when I am in really slow traffic, occasional issues with loading maps, and that it does not automatically mute itself when I am on a call.  The issues with maps are generally solved by restarting the app, but this is not a great plan when you are trying to drive and be hands free.  Overall, Waze is a great product.  Enjoying it a lot!",4,09-11-2012 16:10,i discovered waze several months ago when i went to buy a new gps and a commenter shared how much they loved waze and would never buy a stand alone gps ever again i downloaded it immediately in the beginning i was a bit frustrated with waze and how hard it kept working to take me on routes i did not want however i started trusting it and have really seen a change i like that it gives me alternate routes and shows me where the slow downs are that makes for an informed decision as i make the trek to and from work i love that waze has learned the routes i take most frequently and can help me navigate through and around them i also appreciate that it is generally up to date because of the social aspect the only cons i have are the frequency of the pop ups when i am in really slow traffic occasional issues with loading maps and that it does not automatically mute itself when i am on a call the issues with maps are generally solved by restarting the app but this is not a great plan when you are trying to drive and be hands free overall waze is a great product enjoying it a lot
"Too buggy, when it decides to work it awesome, but when it decides to lock up, shut down, etc.. you want to throw it out the window, please please fix",3,28-09-2011 19:23,too buggy when it decides to work it awesome but when it decides to lock up shut down etc you want to throw it out the window please please fix
Loving it! Working great on Droid X froyo 2.2.,5,12-06-2011 02:52,loving it working great on droid x froyo 2 2
"Love it, so addictive!! They should have a tab to check in..",4,05-02-2012 18:07,love it so addictive they should have a tab to check in
Need to improved on POI,3,17-08-2012 00:00,need to improved on poi
Works like a charm.  No issues,5,03-11-2012 21:37,works like a charm no issues
Congratulations !!!! But please continue improving maps.,5,22-02-2012 03:50,congratulations but please continue improving maps
"Refused to open. Kept ""Force Closing"". Craaaappy!",1,31-10-2010 01:35,refused to open kept force closing craaaappy
Useful and fun at the same time.  I use it on every outing.,5,22-04-2012 20:46,useful and fun at the same time i use it on every outing
This application has come a long way in the past few years. Very helpful now.,3,30-04-2012 13:42,this application has come a long way in the past few years very helpful now
This app is great!!! Really helped me when I was misguided in Calif! Thanks.,5,24-11-2012 22:49,this app is great really helped me when i was misguided in calif thanks
highly effective,5,01-11-2012 21:43,highly effective
Overall a good app. Some stability issues with earlier versions. Nice feel and look in the map mode.,5,22-06-2011 16:55,overall a good app some stability issues with earlier versions nice feel and look in the map mode
Just awesome  and fun to use,5,10-10-2012 23:05,just awesome and fun to use
Nice and reliable.,4,07-08-2012 14:41,nice and reliable
Battery devourer.,1,02-11-2012 07:51,battery devourer
One of the best apps you can get,5,11-07-2012 13:09,one of the best apps you can get
"Waze is one of my favorite apps! It has a leaderboard for competitive folk like me, with special rewards for being on top.... or near it. It is community driven so it stays up to date and is by far one of my favorite GPS apps.",5,14-09-2012 19:28,waze is one of my favorite apps it has a leaderboard for competitive folk like me with special rewards for being on top or near it it is community driven so it stays up to date and is by far one of my favorite gps apps
Installed and used a couple of times.   Now every day I get junk spam requests on my phone!!!!  Thanks for nothing!,1,05-03-2012 00:48,installed and used a couple of times now every day i get junk spam requests on my phone thanks for nothing
No hay otro app igual o mejor,5,16-11-2011 12:57,no hay otro app igual o mejor
Awesome. Even has red light camera alerts!!!,4,08-08-2012 23:46,awesome even has red light camera alerts
Great & useful,4,06-04-2012 17:24,great useful
Wont run,3,25-05-2012 18:33,wont run
Best program at the wold,5,02-12-2011 16:15,best program at the wold
Good one,4,27-04-2010 16:14,good one
#waze is a really cool app. It's a bit too cute for me but works very well. So far I am impressed and will try it out for a month to see if/how I end up using it. I also shared the app with everyone in my office and got them to download it too.,4,30-05-2012 20:14,waze is a really cool app it s a bit too cute for me but works very well so far i am impressed and will try it out for a month to see if how i end up using it i also shared the app with everyone in my office and got them to download it too
Put a smile on ur journey,4,15-11-2012 00:14,put a smile on ur journey
"MY ""DROID"" and ""I"" WOULD LIKE TO SAY THAT THIS IS OFF2AN AWESOME START!!  WILL UPDATE MORE W/A HIGHER SCORE4SURE!  BE SAFE WE GOTTA DRIVE TOGETHER ;)",3,03-11-2012 23:22,my droid and i would like to say that this is off2an awesome start will update more w a higher score4sure be safe we gotta drive together
This app is very useful!  The information is pretty accurate.  Can't wait for future updates.,4,31-05-2012 09:31,this app is very useful the information is pretty accurate can t wait for future updates
Best GPS there is,5,05-11-2012 13:28,best gps there is
This makes driving to work almost fun.,4,09-02-2012 23:11,this makes driving to work almost fun
It's very good app n it makes mr feel so not bored when driving,5,30-08-2012 14:31,it s very good app n it makes mr feel so not bored when driving
If you have a data limit like me then you should test it out for a couple days. Uses to much data so I'm uninstalling it.,5,14-10-2012 20:01,if you have a data limit like me then you should test it out for a couple days uses to much data so i m uninstalling it
Great app. So user friendly and accurate.,5,01-09-2012 07:21,great app so user friendly and accurate
"Live traffic and active re-routing are the best features. It does crash more than I would like, but it gets better every update.",4,12-07-2012 05:42,live traffic and active re routing are the best features it does crash more than i would like but it gets better every update
Environmentally irresponsible.,1,10-11-2010 21:17,environmentally irresponsible
"Just have issues connecting sometimes, but  when i do it's so worth it!!",4,20-11-2012 15:46,just have issues connecting sometimes but when i do it s so worth it
"No offline search. Other than that, it's just great. The on-line reports are lifesavers.",4,08-05-2012 00:36,no offline search other than that it s just great the on line reports are lifesavers
Has some glitches but it is very handy on the road.,4,01-11-2012 02:54,has some glitches but it is very handy on the road
Excellent apps. Help me ready for any roadblock.,5,27-06-2012 05:50,excellent apps help me ready for any roadblock
Very useful app like that you can see who's using it around you,5,13-08-2012 18:50,very useful app like that you can see who s using it around you
It really help,5,10-07-2012 03:30,it really help
Great directions and adaptability.,5,05-08-2012 00:26,great directions and adaptability
It's solved my problem for traffic jam...,5,19-11-2012 08:07,it s solved my problem for traffic jam
Nice map app with funny look,4,26-11-2012 14:45,nice map app with funny look
Going to use it everyday,5,15-06-2011 21:14,going to use it everyday
Great application...really help,4,11-10-2012 01:44,great application really help
A list of directions would be nice plus exit numbers and what the speed limit is ...everything else is an improvement,4,07-04-2012 01:34,a list of directions would be nice plus exit numbers and what the speed limit is everything else is an improvement
Great app for driving! ((((,5,06-09-2012 05:30,great app for driving
Very user friendly. Keep it up!,4,04-11-2012 11:25,very user friendly keep it up
I likr,5,26-11-2012 11:29,i likr
The best nav app! It would be nice to have a option for compass just like for speed. :),4,03-03-2012 20:21,the best nav app it would be nice to have a option for compass just like for speed
Good app.. no need a GPS anymore and this app has v cute interface,5,08-11-2012 12:04,good app no need a gps anymore and this app has v cute interface
No manejo sin waze,5,16-09-2012 03:21,no manejo sin waze
Very usefull but some crashes.,4,27-06-2012 23:21,very usefull but some crashes
great app. just a bit drain on battery. and sometimes have difficulty in receiving in coming calls while it's running.,4,15-04-2012 05:38,great app just a bit drain on battery and sometimes have difficulty in receiving in coming calls while it s running
"Fun app, but not good for navigation. App thinks you might be on highway if your on a parallel rd. Google maps and telanav seem to know difference",4,04-09-2011 18:29,fun app but not good for navigation app thinks you might be on highway if your on a parallel rd google maps and telanav seem to know difference
Perfect view on Galaxy Tab 7+,4,22-07-2012 23:38,perfect view on galaxy tab 7
Certianly has improved since the last time I tried it almost a year ago.,5,14-06-2012 18:59,certianly has improved since the last time i tried it almost a year ago
"I depend on this app to get to where I go because not only does it give me the accurate time of my destination, but it also gives me traffic report. This I can always count on.",5,31-10-2012 16:21,i depend on this app to get to where i go because not only does it give me the accurate time of my destination but it also gives me traffic report this i can always count on
Won't stay off. Keeps restarting itself. Uninstalled.,2,02-12-2010 00:54,won t stay off keeps restarting itself uninstalled
Does exactly what it's supposed to do well done,5,13-11-2012 12:00,does exactly what it s supposed to do well done
"The strength of this app is the real time traffic and incident updates. Hopefully a few features can be added in the future. I'd like to see: over speed limit warning and lane guidance and being able to save some mapping offline, even if it's like how Google maps does it just saving areas. What do you think developers?",4,14-11-2012 19:38,the strength of this app is the real time traffic and incident updates hopefully a few features can be added in the future i d like to see over speed limit warning and lane guidance and being able to save some mapping offline even if it s like how google maps does it just saving areas what do you think developers
Use it,5,17-08-2012 12:04,use it
This Waze would be perfect if it gave direction list,3,23-08-2012 22:38,this waze would be perfect if it gave direction list
Good and funny way to experience driving,5,26-09-2012 14:34,good and funny way to experience driving
"I use waze all the time, even when I know where I'm going. Great source for traffic info, red light cameras, and speed traps! Thanks guys!!!!!!",5,01-11-2012 16:46,i use waze all the time even when i know where i m going great source for traffic info red light cameras and speed traps thanks guys
Cute and fun!,4,15-08-2011 12:32,cute and fun
"are the people at Waze having a problem understanding?--  -- It's Estimated TIME of Arrival, not estimated **MINUTES** until arrival.--  -- This Flip-Flop on the screen between the two is SO annoying!  Add an option if some peeps care how many minutes until you get someplace.",4,20-03-2012 02:03,are the people at waze having a problem understanding it s estimated time of arrival not estimated minutes until arrival this flip flop on the screen between the two is so annoying add an option if some peeps care how many minutes until you get someplace
Use up all the time,5,09-11-2012 15:38,use up all the time
Very useful apps in urban area!,5,02-11-2012 01:54,very useful apps in urban area
Always nice to see other wazers on the road letting you know what's miles ahead,4,27-10-2012 14:34,always nice to see other wazers on the road letting you know what s miles ahead
"Very nice application, although unnecessary social features making it too complicated.",4,25-05-2011 05:45,very nice application although unnecessary social features making it too complicated
Ita a great help on the road in all asects. Thanks guys,4,13-06-2012 04:54,ita a great help on the road in all asects thanks guys
Hi all i have use many navs and i must say this one has all in it nav speed cams and traffic info so if u use ur car alot worth a try and see uptodate,5,25-08-2011 15:25,hi all i have use many navs and i must say this one has all in it nav speed cams and traffic info so if u use ur car alot worth a try and see uptodate
The app. is so good me and my gf laugh during our trip,5,17-06-2012 01:04,the app is so good me and my gf laugh during our trip
Love the community aspect of waze!,4,13-10-2011 21:03,love the community aspect of waze
"Social, competitive, achievements and precise. It's not often that you find an app with no downside but here's one.",5,15-11-2012 23:26,social competitive achievements and precise it s not often that you find an app with no downside but here s one
Have found it very helpful,5,13-09-2011 02:54,have found it very helpful
The developers need a lesson in interaction design,3,22-07-2011 13:32,the developers need a lesson in interaction design
Good app but drains battery within 1.5 hr of navigation.,4,17-10-2012 08:15,good app but drains battery within 1 5 hr of navigation
Force close all the time galaxy s2 sprint. Otherwise looks great for 1minute!,4,04-08-2012 06:16,force close all the time galaxy s2 sprint otherwise looks great for 1minute
You gonna love it!,5,21-06-2012 06:45,you gonna love it
"Fun...real time updates of police, accidents, traffic jams...etc. the navigation feature isn't the best but still good. Good for competitive people",5,23-05-2011 14:12,fun real time updates of police accidents traffic jams etc the navigation feature isn t the best but still good good for competitive people
Has a few quirks but otherwise an awesome app,4,01-04-2012 17:49,has a few quirks but otherwise an awesome app
dont like the new version,1,05-02-2012 22:09,dont like the new version
Great application! It really help!,5,26-10-2012 01:20,great application it really help
"Add offline maps and I'll give 5 stars, not 4.",4,08-11-2012 15:28,add offline maps and i ll give 5 stars not 4
Free and the best,5,21-03-2012 06:33,free and the best
Def a awsome app,5,25-05-2012 00:51,def a awsome app
"Thought it was just a gimmicky, cartoonish app until i tried it.  Loads of features, simple to use, live traffic updates, map editor.. It has it all and many more. You won't be disappointed!",5,15-07-2012 20:06,thought it was just a gimmicky cartoonish app until i tried it loads of features simple to use live traffic updates map editor it has it all and many more you won t be disappointed
Great for traffic. Needs mire route recognition.,4,04-12-2011 05:33,great for traffic needs mire route recognition
"Too cutesy, lacks configuration, such as the ability to avoid tolls. It's a bit laggy, compared to Google Maps.  Worst of all: it left an 11MB directory behind on my SD card on uninstall, which seems really irresponsible. It's OK for finding incidents on a route which you already know but I would not use for serious nav.  UPDATE:  Installed a more recent version, and found it to be improved.  Map accuracy and routing are noticeably better.  However, although the UI looks better, it's actually worse in some ways.  For example, viewing all incidents on your current route used to require only one or two screen taps.  It now takes four.  If you're doing this while driving, then this version is less safe than prior versions, which is a shame.",3,28-05-2012 08:08,too cutesy lacks configuration such as the ability to avoid tolls it s a bit laggy compared to google maps worst of all it left an 11mb directory behind on my sd card on uninstall which seems really irresponsible it s ok for finding incidents on a route which you already know but i would not use for serious nav update installed a more recent version and found it to be improved map accuracy and routing are noticeably better however although the ui looks better it s actually worse in some ways for example viewing all incidents on your current route used to require only one or two screen taps it now takes four if you re doing this while driving then this version is less safe than prior versions which is a shame
My favorite GPS app!,5,01-02-2012 14:56,my favorite gps app
Best traffic app ever!,5,26-11-2012 13:34,best traffic app ever
Sort of slow,4,28-08-2012 17:04,sort of slow
I live this app. But got a new phone ... HOW DO I RETRIEVE MY USERNAME AND PASSWORD?,1,03-06-2011 00:02,i live this app but got a new phone how do i retrieve my username and password
Great app. Use it daily !,5,29-06-2011 15:28,great app use it daily
"Great for finding alternate routes, especially when other users suggest them mid-trip!",5,28-07-2012 17:25,great for finding alternate routes especially when other users suggest them mid trip
Love this app homies it tells me everything i never get lost grascias...,5,29-02-2012 13:39,love this app homies it tells me everything i never get lost grascias
Traffic info is great,5,19-02-2012 01:26,traffic info is great
Works great on on the HTC hero,4,12-03-2010 18:52,works great on on the htc hero
LOVE IT. Talking directions makes it a lot easier when traveling :) Definately recommend,5,31-03-2011 05:18,love it talking directions makes it a lot easier when traveling definately recommend
Love the interaction and uptodate information. Good fun to seek out unknown roads and verify them.,4,10-07-2012 21:32,love the interaction and uptodate information good fun to seek out unknown roads and verify them
Loving every second... Only wish would be a 'create your own alternate route' button. All else is superb!!,5,23-11-2012 00:26,loving every second only wish would be a create your own alternate route button all else is superb
Really helpful and fun too!,4,05-08-2012 18:14,really helpful and fun too
Only wish they could be using Google maps instead.,4,10-04-2012 22:29,only wish they could be using google maps instead
"A would put it as a must but some times waze can't find location so none of your reports will go through. Plus I also find Google maps easier and better for finding a place/navigation. Still gets 4 stars, police traps, real time traffic picture of your area and so much more.",4,04-04-2012 20:49,a would put it as a must but some times waze can t find location so none of your reports will go through plus i also find google maps easier and better for finding a place navigation still gets 4 stars police traps real time traffic picture of your area and so much more
I love this app! Great for downtown and suburban traffic alike. Always recommend it to cellphone users I meet.,5,01-07-2012 22:39,i love this app great for downtown and suburban traffic alike always recommend it to cellphone users i meet
Great app and easy and fun to use,5,03-12-2011 04:30,great app and easy and fun to use
Works amazingly well... gets you to your destination quickly.,5,17-07-2012 22:24,works amazingly well gets you to your destination quickly
Super useful!!!,5,17-05-2012 00:12,super useful
"Just using it for some days now, but really great app",5,12-06-2012 06:57,just using it for some days now but really great app
Really helps!,5,29-05-2011 20:11,really helps
Works in every day drive or long trips best driving app just wish had on screen speed display,5,21-09-2012 21:57,works in every day drive or long trips best driving app just wish had on screen speed display
i love this app it helps alot when going places,5,02-10-2011 19:07,i love this app it helps alot when going places
Very fast,5,04-01-2012 09:18,very fast
Now you can have people stalk you in style.,5,15-02-2012 12:05,now you can have people stalk you in style
Very good I like it,4,09-08-2012 10:09,very good i like it
It's really help me alot  ....,5,18-11-2012 11:57,it s really help me alot
Best winmo nav app. Even better on android.,5,25-09-2012 19:44,best winmo nav app even better on android
Good stuff Takes the boredom out of trips,4,28-09-2011 21:22,good stuff takes the boredom out of trips
Free and very great program,5,08-11-2012 14:46,free and very great program
Latest update seems to have broken alot of functions that had been working well before. Now it seems exiting is the only thing that works...,3,11-11-2010 01:39,latest update seems to have broken alot of functions that had been working well before now it seems exiting is the only thing that works
Helps me to get to school on time everyday!,5,22-06-2012 04:32,helps me to get to school on time everyday
Doesn't always get the directions correct. It told me to turn left off an interstate freeway that didn't have an exit. Good other than that.,4,10-05-2011 14:52,doesn t always get the directions correct it told me to turn left off an interstate freeway that didn t have an exit good other than that
can tell you how much I use this on a daily basis really help me out a lot thanks,5,05-11-2012 21:06,can tell you how much i use this on a daily basis really help me out a lot thanks
Great for navigation and fun,5,23-09-2011 21:52,great for navigation and fun
Fun ro drive now,5,12-10-2012 21:57,fun ro drive now
Love this app use it everyday but sometime the gps signal will randomly go out,5,01-02-2012 01:29,love this app use it everyday but sometime the gps signal will randomly go out
Not enough coverage,2,22-11-2012 12:13,not enough coverage
Gr8 Application. Love the work,4,06-08-2012 09:37,gr8 application love the work
Recommended app..,4,06-06-2011 02:40,recommended app
Wade takes social to another level. It is fun to share with fellow travelers. Like the old days with CB radios.,5,25-09-2011 19:23,wade takes social to another level it is fun to share with fellow travelers like the old days with cb radios
good and user friendly,5,14-11-2012 14:11,good and user friendly
Love you guys! Keep up the good work.,5,10-08-2011 13:27,love you guys keep up the good work
"More easier, more smarter, the more the merrier. Detects your distanations like a magician. Provides routs and places best any gps apps can. With smartness and ease, let's just Waze!!",5,02-08-2012 11:34,more easier more smarter the more the merrier detects your distanations like a magician provides routs and places best any gps apps can with smartness and ease let s just waze
Great and fun GPS.,5,25-07-2012 12:26,great and fun gps
For addresses I find it much better than Google Maps. Traffic is also very helpful.,4,14-11-2012 17:24,for addresses i find it much better than google maps traffic is also very helpful
Great app. Better than Google maps; oh let me count the waze....  ;-),4,30-11-2011 01:34,great app better than google maps oh let me count the waze
"I still haven't figured out all of the functionality, but I like what I see, so far.  Maybe add a tutorial for dummies like me?",4,31-08-2012 21:53,i still haven t figured out all of the functionality but i like what i see so far maybe add a tutorial for dummies like me
"Seems to be a solid app. It'll be indefinitely better when more and more people use it, but it's even nice just to be able to select alternate routes",5,01-09-2011 19:59,seems to be a solid app it ll be indefinitely better when more and more people use it but it s even nice just to be able to select alternate routes
Very-very informative & real time report.,5,26-11-2012 07:23,very very informative real time report
"Works pretty good, keeps getting better, and is fun to drive around with! Not very environment friendly: makes you wanna go cookie munching ...",4,31-08-2011 19:55,works pretty good keeps getting better and is fun to drive around with not very environment friendly makes you wanna go cookie munching
"Fab, just get it!",5,04-11-2012 23:37,fab just get it
"Para onde eu for, o waze tem que ir junto.",5,04-11-2012 13:54,para onde eu for o waze tem que ir junto
Excellent apps good job,5,26-11-2012 12:33,excellent apps good job
For my job I drive about 700 miles a week in several metropolitan areas.  Although I have just started using the app I can already see it will be my constant companion as I drive.,5,20-07-2012 11:48,for my job i drive about 700 miles a week in several metropolitan areas although i have just started using the app i can already see it will be my constant companion as i drive
Needs moar users,5,21-07-2012 21:14,needs moar users
Doesnt seem to work well for holland. I cant the locations i need. Ive seen this in israel and there it worked well! So i guess it still needs some more worldwide coverge,2,07-07-2012 08:42,doesnt seem to work well for holland i cant the locations i need ive seen this in israel and there it worked well so i guess it still needs some more worldwide coverge
Nice way to find your way.,5,29-04-2012 11:33,nice way to find your way
Some bugs to work out but overall great app... It will freeze and then reboot that's about the only draw back. Easy to use and pretty accurate.,4,03-07-2012 00:49,some bugs to work out but overall great app it will freeze and then reboot that s about the only draw back easy to use and pretty accurate
Ok bah,5,24-10-2012 05:45,ok bah
"Even if my phone is plugged into the car, the battery drains!",2,06-09-2012 00:18,even if my phone is plugged into the car the battery drains
"Very good app, great concept. The GUI is not bad, but can be waaaay better. Still, I'm an every day fan.",4,02-03-2011 14:11,very good app great concept the gui is not bad but can be waaaay better still i m an every day fan
"Works well, think it will improve with more users...lots of potential",4,18-11-2012 08:35,works well think it will improve with more users lots of potential
Buenisima app. La rrcomiendo totalmente,5,19-11-2011 06:57,buenisima app la rrcomiendo totalmente
It's free and does what you ask of it. Love it.,5,13-08-2011 23:28,it s free and does what you ask of it love it
.....but the info should be more often and with a bit more details.,4,21-09-2012 13:47,but the info should be more often and with a bit more details
Very useful applications!,5,13-09-2012 06:24,very useful applications
"Waze is the coolest gps app I have used to this point, and I have tried quite a few of them. Waze ROCKS :-P :-)",5,11-07-2012 14:24,waze is the coolest gps app i have used to this point and i have tried quite a few of them waze rocks p
learning your driving route. share traffic info. great.,5,31-07-2011 07:09,learning your driving route share traffic info great
POS! Impossible to personalise. Total bullshit!,1,08-11-2010 03:19,pos impossible to personalise total bullshit
"Sometimes takes six or more tries to open the Report window. Have had no success at all opening the map editing on the web (and spent too much time on it to be inclined to try again!). That said, as a nav aid it works well.",3,11-11-2012 13:03,sometimes takes six or more tries to open the report window have had no success at all opening the map editing on the web and spent too much time on it to be inclined to try again that said as a nav aid it works well
"even for me that ride taxis most of the time, it's useful and fun.",5,24-12-2011 03:23,even for me that ride taxis most of the time it s useful and fun
The app has gotting me there and back  Thank you,5,05-08-2012 18:59,the app has gotting me there and back thank you
Very good navigation app. However I do not like how we currently report incidents on the road. Interface isn't very user friendly.,5,01-02-2012 12:17,very good navigation app however i do not like how we currently report incidents on the road interface isn t very user friendly
Works well. Evo4g,5,01-11-2012 00:39,works well evo4g
"I never knew how awesome distracted driving could be until I started using Waze. Dot Munching, ChitChat, Foursquare Checkins, Group Notificationsâ€¦ who has time to watch the road? 5/5!",5,01-02-2012 16:59,i never knew how awesome distracted driving could be until i started using waze dot munching chitchat foursquare checkins group notifications who has time to watch the road 5 5
"Just competed a 260 mile round trip today  and although the GPS was active and showed the route the program says I traveled only 40 miles. I may be the most well traveled baby Wazer 's out there.   I hope they fix this problem, the social aspects of this are quite cool.",1,19-07-2012 01:33,just competed a 260 mile round trip today and although the gps was active and showed the route the program says i traveled only 40 miles i may be the most well traveled baby wazer s out there i hope they fix this problem the social aspects of this are quite cool
This is just the greatest idea ever!,4,10-11-2012 02:21,this is just the greatest idea ever
"You name it! I've used from Garmin, TomTom, PaPaGo and Sygic, and still this is still my favourite!",5,01-11-2012 12:46,you name it i ve used from garmin tomtom papago and sygic and still this is still my favourite
Love it & I am grateful I get to have a gps to use and its fun!,5,29-09-2011 23:33,love it i am grateful i get to have a gps to use and its fun
This app is the Instagram of navigation. Share it.,4,08-11-2012 12:52,this app is the instagram of navigation share it
"up to date travel information, construction and accident information as it happens",4,05-12-2011 17:14,up to date travel information construction and accident information as it happens
"Good open concept apps, every user can twittering the latest update.",5,20-08-2012 08:04,good open concept apps every user can twittering the latest update
Muy buena aplicacion. Samsung Infuse,5,30-12-2011 14:40,muy buena aplicacion samsung infuse
"Last night to go home from work it directed me to go a way I would normally never go. I decided why not, and I got home quicker. How awesome is that.",4,02-12-2011 13:29,last night to go home from work it directed me to go a way i would normally never go i decided why not and i got home quicker how awesome is that
Now if we can one day get an app like this on my on dash GPS. Outstanding idea and application out smart the cops and traffic I love this app.,5,18-10-2012 00:25,now if we can one day get an app like this on my on dash gps outstanding idea and application out smart the cops and traffic i love this app
This app is ok but force closes a lot.,2,23-10-2012 01:23,this app is ok but force closes a lot
Thanks waze,5,19-06-2012 11:04,thanks waze
Best nav app ever! Does everything,5,13-03-2012 19:59,best nav app ever does everything
Has some problems crashing in Droid sometimes but it works great,4,12-02-2012 20:51,has some problems crashing in droid sometimes but it works great
Makes a big difference,5,27-10-2012 02:32,makes a big difference
"using version 3, only allow me to type in navigation and nothing happen, no button to enter and it dont search by itself  but a very good idea!",5,31-01-2012 17:34,using version 3 only allow me to type in navigation and nothing happen no button to enter and it dont search by itself but a very good idea
The only one you need to navigate your way in Israel!,5,30-04-2012 15:32,the only one you need to navigate your way in israel
"I really like this app, it is a great idea, and works spectacularly",4,28-07-2011 14:01,i really like this app it is a great idea and works spectacularly
Anything you need it does. It's great to find out the traffic patterns for you get on the road to go to work. it gives you a heads up before you get stuck in traffic. perfect for my android.,5,05-06-2012 11:52,anything you need it does it s great to find out the traffic patterns for you get on the road to go to work it gives you a heads up before you get stuck in traffic perfect for my android
"#Waze has been a great user experience for myself. Helps me avoid accidents, traffics delays and cops. The ping nessage option is great too! The ability to ask other Wazers of whats going on ahead of you is amazing.",5,20-06-2012 13:53,waze has been a great user experience for myself helps me avoid accidents traffics delays and cops the ping nessage option is great too the ability to ask other wazers of whats going on ahead of you is amazing
It awsome app,5,20-07-2012 07:51,it awsome app
I see a lot of users now. Love the turn by turn on it.,5,04-08-2012 18:12,i see a lot of users now love the turn by turn on it
Never got running.  Always got Force Close...,1,14-04-2012 05:14,never got running always got force close
Good app for navigation,5,10-11-2011 22:16,good app for navigation
Works OK. Have had trouble finding newer addresses.,4,11-05-2012 19:02,works ok have had trouble finding newer addresses
"I've had this app for a couple of years now. Good idea, but its aimed at the US only. Fed up all the American slang and ignorance of other countries",5,10-03-2012 07:42,i ve had this app for a couple of years now good idea but its aimed at the us only fed up all the american slang and ignorance of other countries
Don't want to drive without it! Accurate turn by turn and traffic info. Great graphics,5,28-06-2011 07:18,don t want to drive without it accurate turn by turn and traffic info great graphics
You dont need a expensive gps this is better,5,31-03-2012 00:00,you dont need a expensive gps this is better
The best free navigation out there.,5,23-05-2012 15:05,the best free navigation out there
