review_text,review_rating,review_timestamp,clean_review
Love the promotions with grabcar but has few driver visibility.. A lot of picky drivers as well.,4,2015-08-24T21:02:34.000Z,love the promotions with grabcar but has few driver visibility a lot of picky drivers as well
Inaccurate waiting time and not updated listings,4,2016-09-07T06:16:37.000Z,inaccurate waiting time and not updated listings
I was very pleased with the service. thanks grabbike,4,2016-02-21T15:30:42.000Z,i was very pleased with the service thanks grabbike
Drivers are very friendly & polite. Thumbs up! Kuddos!!,5,2016-05-06T21:47:59.000Z,drivers are very friendly polite thumbs up kuddos
GRABCAR SEDAN,5,2015-09-28T23:09:00.000Z,grabcar sedan
"Grabtaxi have changed my life on taking the taxi. If I wanna go anywhere, I grabtaxi. If im late, I grabtaxi. Was recommended to me by friends, and im now recommending grabtaxi to others. Keep it up!",5,2014-08-28T01:51:59.000Z,grabtaxi have changed my life on taking the taxi if i wanna go anywhere i grabtaxi if im late i grabtaxi was recommended to me by friends and im now recommending grabtaxi to others keep it up
I wasted almost an hour trying to book a cab. This only happened after the recent update. So disappointing.,1,2015-07-23T15:23:46.000Z,i wasted almost an hour trying to book a cab this only happened after the recent update so disappointing
I recommend that the driver can pinpoint where we are if we dont have a specific landmark.,4,2016-06-24T00:01:20.000Z,i recommend that the driver can pinpoint where we are if we dont have a specific landmark
Cheaper than taxi,5,2015-08-25T14:51:23.000Z,cheaper than taxi
Driver gak bisa di hubungi. Pas gue cancel akun gue ke suspended. Percuma dapet perjalanan gratis 50rb. Zzzz,1,2016-06-01T00:35:55.000Z,driver gak bisa di hubungi pas gue cancel akun gue ke suspended percuma dapet perjalanan gratis 50rb zzzz
Sangat Kecewa. Sejak tarif baru sekarang susah nyari driver. Bahkan pas jam gak lagi rame pun.,1,2016-04-21T16:33:52.000Z,sangat kecewa sejak tarif baru sekarang susah nyari driver bahkan pas jam gak lagi rame pun
"Had no issues before registering my debit card, now im receiving an error message saying unsuccessful when its trying to validate card. Even though i was able to use it before i changed phones. Card is valid for a year still and has enough amount to pay 4 trips. (bgc-ayala) fix this soon pls.",1,2016-10-24T02:06:39.000Z,had no issues before registering my debit card now im receiving an error message saying unsuccessful when its trying to validate card even though i was able to use it before i changed phones card is valid for a year still and has enough amount to pay 4 trips bgc ayala fix this soon pls
Nice one from Globe!,5,2015-04-29T00:07:46.000Z,nice one from globe
This app gives the taxi driver to pick a passenger. No help at all.,1,2015-05-28T14:00:39.000Z,this app gives the taxi driver to pick a passenger no help at all
"I just made an order, and when I open the app again it says no internet connection even though I have a really good WiFi. Please fix it.",3,2016-02-25T13:04:04.000Z,i just made an order and when i open the app again it says no internet connection even though i have a really good wifi please fix it
I'm using since 2015 n I don't have complained love Grab car,5,2016-11-29T02:43:18.000Z,i m using since 2015 n i don t have complained love grab car
Nice ride with Grabtaxi Driver's,5,2014-05-23T19:12:00.000Z,nice ride with grabtaxi driver s
"It was working fine until recently  it bounce back to the search page ,after searching for cabs, without showing me the search result. So for couple of times I thought I didn't grab a car successfully and then the cab just show up randomly after a while.",1,2016-03-04T19:26:22.000Z,it was working fine until recently it bounce back to the search page after searching for cabs without showing me the search result so for couple of times i thought i didn t grab a car successfully and then the cab just show up randomly after a while
Nice aplication for transportation,5,2016-06-25T01:51:37.000Z,nice aplication for transportation
Pada jam-jam rush hours susah sekali mendapatkan grab bike padahal klo saya liat di GPS byk sekali grab bike yg terdapat dilokasi tsb. Krn drivernya tdk mau ambil penumpang yg jauh ataupun pada saat macet. Sangat berbeda sekali dgn pesaingannya yaitu Uber yg selalu siap antar penumpangnya kemana saja. Mohon dgn hormat hal ini bisa diperbaiki lg. Trims,1,2016-07-01T00:53:13.000Z,pada jam jam rush hours susah sekali mendapatkan grab bike padahal klo saya liat di gps byk sekali grab bike yg terdapat dilokasi tsb krn drivernya tdk mau ambil penumpang yg jauh ataupun pada saat macet sangat berbeda sekali dgn pesaingannya yaitu uber yg selalu siap antar penumpangnya kemana saja mohon dgn hormat hal ini bisa diperbaiki lg trims
Cepat.mudah,5,2016-11-20T08:06:40.000Z,cepat mudah
"semua tukang ojeknya diwaktu  promo susah untuk di order tidak ada yang mau ambil orderan, gak berguna driver grabbike ini",1,2016-04-25T22:50:27.000Z,semua tukang ojeknya diwaktu promo susah untuk di order tidak ada yang mau ambil orderan gak berguna driver grabbike ini
Nice but sometime giving problems,5,2016-07-05T23:04:33.000Z,nice but sometime giving problems
I'm a student with no transport. Grab helps a tonne. Thanks Grab.,5,2016-09-14T11:59:40.000Z,i m a student with no transport grab helps a tonne thanks grab
"I regularly ride cabs to work and it only costs me 100php. So I thought this app would be a good way to get cabs going to work. Upon starting the app for the first time, I'm greeted by a notification that says the booking fee is 70php on top of my fare!? That's a ridiculous +70% over my regular fare! I can only suggest this service for trips worth 300-500php.  I suggest you guys revamp your booking rates and rate it by distance and not on a flat rate.",2,2014-06-05T02:23:09.000Z,i regularly ride cabs to work and it only costs me 100php so i thought this app would be a good way to get cabs going to work upon starting the app for the first time i m greeted by a notification that says the booking fee is 70php on top of my fare that s a ridiculous 70 over my regular fare i can only suggest this service for trips worth 300 500php i suggest you guys revamp your booking rates and rate it by distance and not on a flat rate
Pick up location & destination tidak bisa diisi detail alamat.person. kontak. Jadinya si supir binggung dan muter2. Ga semua alamat terpantau di google maps. Please fix it,1,2016-05-16T10:20:47.000Z,pick up location destination tidak bisa diisi detail alamat person kontak jadinya si supir binggung dan muter2 ga semua alamat terpantau di google maps please fix it
The app has been restarting in the background of my phone causing it to heat up.,2,2016-03-16T23:59:52.000Z,the app has been restarting in the background of my phone causing it to heat up
Nice apps.. very convenient,5,2016-09-22T18:24:08.000Z,nice apps very convenient
Fast and helpful,4,2016-05-16T06:06:14.000Z,fast and helpful
Very useful apps.. great!!,5,2016-08-13T11:22:06.000Z,very useful apps great
Mabilis naman dumating yung taxi.nakalagay sa app 6mins dating ng taxi.but inabot mahigit 15mins hindi makita mg taxi driver ang street namin.kahit sinabi ko na landmark.need ko pa call yun driver and told him saan liliko etc.pero ok na din.kesa magabang taxi sa initan.,4,2013-12-24T07:54:33.000Z,mabilis naman dumating yung taxi nakalagay sa app 6mins dating ng taxi but inabot mahigit 15mins hindi makita mg taxi driver ang street namin kahit sinabi ko na landmark need ko pa call yun driver and told him saan liliko etc pero ok na din kesa magabang taxi sa initan
"Good service, tepat waktu penjemputan dan promo nya endess",5,2015-05-21T11:37:37.000Z,good service tepat waktu penjemputan dan promo nya endess
Really in love with grab!!! Thank you for the Alphard promo!!,5,2016-04-18T06:09:15.000Z,really in love with grab thank you for the alphard promo
Nice to use grabcar,5,2016-11-18T00:44:49.000Z,nice to use grabcar
Very useful app. Must try!,5,2016-12-05T13:49:49.000Z,very useful app must try
Love the fact that it is possible to book both cars and taxis in the same app and the flat fee structure on the car option.,5,2016-09-10T11:21:16.000Z,love the fact that it is possible to book both cars and taxis in the same app and the flat fee structure on the car option
Great job grab!,5,2016-01-30T14:13:07.000Z,great job grab
First 4 bookings were awesome. Hassle free rides. Application should be more developed. Estimated fare is not realistic.,4,2014-11-16T09:59:51.000Z,first 4 bookings were awesome hassle free rides application should be more developed estimated fare is not realistic
There are no pick up and droop off pin to make me easier to find the right place. And easier for driver to pick me up. And the price will be excactly wright.,5,2016-11-10T08:59:39.000Z,there are no pick up and droop off pin to make me easier to find the right place and easier for driver to pick me up and the price will be excactly wright
Never had such wonderful system from where I lived!,5,2014-07-31T22:06:32.000Z,never had such wonderful system from where i lived
Essential when commuting in Metro Manila,5,2016-11-03T02:46:50.000Z,essential when commuting in metro manila
Hopefully stays that way.,4,2016-10-01T06:10:06.000Z,hopefully stays that way
Love this app.. Simple and fast. ðŸ˜™ðŸ˜™ðŸ˜™,5,2016-04-03T16:59:30.000Z,love this app simple and fast
Mao nyoba ah booking buat umroh dari depok - Sidoarjo #ada yang mao ikut ðŸ˜‚ðŸ˜‚ðŸ˜‚,5,2015-10-07T23:18:10.000Z,mao nyoba ah booking buat umroh dari depok sidoarjo ada yang mao ikut
best one,5,2016-05-26T13:54:09.000Z,best one
Skg ni rajin turun kl dgn selangor...grab car bagus sekali..Jimat duit,5,2016-11-22T02:06:07.000Z,skg ni rajin turun kl dgn selangor grab car bagus sekali jimat duit
"Fast, effective, bug - free",5,2015-03-11T07:29:24.000Z,fast effective bug free
Safe travel!,5,2015-08-10T14:30:11.000Z,safe travel
"This is a very good app, makes transportation in jakarta more convenient and cheaper",5,2016-04-30T14:59:00.000Z,this is a very good app makes transportation in jakarta more convenient and cheaper
V.Good easy to get a cab,5,2015-10-02T17:02:24.000Z,v good easy to get a cab
Ver  good.,4,2015-02-15T00:47:04.000Z,ver good
The map needs to be IMPROVED! The maps often mistakes the name of the road which caused misunderstanding between the customer and driver,2,2016-10-01T14:48:24.000Z,the map needs to be improved the maps often mistakes the name of the road which caused misunderstanding between the customer and driver
Waste of time.,1,2016-07-22T01:54:33.000Z,waste of time
...so good. Keep it up.,5,2014-05-29T08:31:09.000Z,so good keep it up
Really like those real-time tracking GPS for the driver...,5,2016-04-29T18:29:46.000Z,really like those real time tracking gps for the driver
very good first experience. first driver is very kind and proffesional. we discuss about the system and found out that it very secured as office can monitor progress along the way. i recommend this to all as its convenient and safe.,5,2015-08-30T05:07:08.000Z,very good first experience first driver is very kind and proffesional we discuss about the system and found out that it very secured as office can monitor progress along the way i recommend this to all as its convenient and safe
"Enjoy to use it, but sometimes the driver dont know your promotion and being confused with the rate.",4,2015-05-30T11:46:14.000Z,enjoy to use it but sometimes the driver dont know your promotion and being confused with the rate
I can only see the estimated price when I am already on my way not before making the reservation,3,2014-12-29T16:43:31.000Z,i can only see the estimated price when i am already on my way not before making the reservation
much useful,5,2016-07-14T00:54:40.000Z,much useful
nice 1,5,2014-01-22T15:25:59.000Z,nice 1
Opted this service today since it is my coding day. It was cool in the beginning seeing thru gps the driver slowly coming to my position when suddenly deviated and took a route away. Then when i called the driver I was told he was there and waited for my call. Ended up getting regular taxi on the road instantly.,2,2014-01-08T01:29:21.000Z,opted this service today since it is my coding day it was cool in the beginning seeing thru gps the driver slowly coming to my position when suddenly deviated and took a route away then when i called the driver i was told he was there and waited for my call ended up getting regular taxi on the road instantly
Just try by yourself and enjoy the service from grab car...,5,2016-04-28T16:42:58.000Z,just try by yourself and enjoy the service from grab car
"Here in the Philippines, the drivers will 'force' you to cancel the booking on your end because they don't want the penalties themselves. Please fix this Grab as this is the reason why people choose your service over regular taxis.",1,2016-11-30T07:20:38.000Z,here in the philippines the drivers will force you to cancel the booking on your end because they don t want the penalties themselves please fix this grab as this is the reason why people choose your service over regular taxis
secara keseluruhan bagus bgt. cepet dan akurat.,4,2015-07-01T12:27:35.000Z,secara keseluruhan bagus bgt cepet dan akurat
"Grab used to be really awesome, with great prices and I used to share with my friends how awesome the service is. However, in the recent few months, prices have gone up ridiculously even during non peak hours. And on my map, there are many grabcars avaliable around me but prices are set to HIGH DEMAND SURGE PRICES?! What is this? Drivers take their own sweet time to arrive at my location, without even giving me a call to tell me that they can't find the location? Please do something about it.",3,2016-08-05T09:29:23.000Z,grab used to be really awesome with great prices and i used to share with my friends how awesome the service is however in the recent few months prices have gone up ridiculously even during non peak hours and on my map there are many grabcars avaliable around me but prices are set to high demand surge prices what is this drivers take their own sweet time to arrive at my location without even giving me a call to tell me that they can t find the location please do something about it
Can't seem to add cards to the profile. Tried multiple times but still unable to do so. Fix please.,1,2016-05-10T08:15:12.000Z,can t seem to add cards to the profile tried multiple times but still unable to do so fix please
"I really love the new user interface, very interactive and the app is fast and reliable! Good job programmers and designers. :)",5,2015-09-16T14:30:05.000Z,i really love the new user interface very interactive and the app is fast and reliable good job programmers and designers
Banyak ngebantu bgt...tq grab ðŸ˜€ðŸ‘ðŸ‘ðŸ‘,5,2016-08-10T07:37:59.000Z,banyak ngebantu bgt tq grab
Truely amazing app for tourist/visitors to Bangkok for finding  taxis effectively with price indication whilst knowing exactly where n how long it takes for your driver to arrive. Wish every capital should follow this service. In fact it is a MUST.,5,2016-06-30T14:34:59.000Z,truely amazing app for tourist visitors to bangkok for finding taxis effectively with price indication whilst knowing exactly where n how long it takes for your driver to arrive wish every capital should follow this service in fact it is a must
"Cheap, flexible and efficient.",5,2015-07-13T16:10:27.000Z,cheap flexible and efficient
Very fast and accurate service. Kind drivers,4,2015-02-13T02:06:32.000Z,very fast and accurate service kind drivers
This app works fine in Jakarta. I get my driver in a minute and most of the gave good services.,4,2015-12-27T23:32:53.000Z,this app works fine in jakarta i get my driver in a minute and most of the gave good services
The previous version its ok already the new version now is not ok . you need to try the code again and again because its shows not valid.. pls fix it.............,1,2015-09-02T05:14:14.000Z,the previous version its ok already the new version now is not ok you need to try the code again and again because its shows not valid pls fix it
Most of the experience has been good,5,2016-11-28T14:26:20.000Z,most of the experience has been good
Aplikasinya lancar!!,5,2016-04-12T10:54:10.000Z,aplikasinya lancar
"After confirm booking the cab never comes after 25minutes. Also never pick up my call. Wasted half an hour of my time. Now, I am late for work. Thanks to Grab a Taxi.",1,2014-04-27T23:37:07.000Z,after confirm booking the cab never comes after 25minutes also never pick up my call wasted half an hour of my time now i am late for work thanks to grab a taxi
Please give us more discount and keep having a good and polite driver.,5,2016-09-16T14:01:54.000Z,please give us more discount and keep having a good and polite driver
It gives fast response both when we get a driver or not.,5,2015-08-24T14:05:49.000Z,it gives fast response both when we get a driver or not
"Cepat, Mudah & Aman... asiik bgt sama promonya",5,2015-03-07T16:19:20.000Z,cepat mudah aman asiik bgt sama promonya
Abdul Majid,5,2015-09-08T10:39:55.000Z,abdul majid
"Well done, Grabtaxi. Hope you will grow strong and deliver perfect service.",5,2015-07-28T07:00:47.000Z,well done grabtaxi hope you will grow strong and deliver perfect service
Friendly drivers and cheaper than taxi rates..thank u Grab,5,2016-06-30T04:21:59.000Z,friendly drivers and cheaper than taxi rates thank u grab
Recommended to those who not been tried this app.,5,2016-11-08T01:20:17.000Z,recommended to those who not been tried this app
Say giving promo code but in the end write in email also never give!,1,2016-02-26T13:18:23.000Z,say giving promo code but in the end write in email also never give
Cheap and easy,5,2016-10-21T06:37:02.000Z,cheap and easy
most of the driver was polite and helpful...It's help us to be on time,5,2016-04-06T01:04:32.000Z,most of the driver was polite and helpful it s help us to be on time
Very useful. Cheaper than normal taxi.,5,2016-07-01T18:49:38.000Z,very useful cheaper than normal taxi
One more thing we need to improve the accuracy of GPS and street names in Map.,5,2016-09-14T01:11:18.000Z,one more thing we need to improve the accuracy of gps and street names in map
Android wear,5,2016-11-14T14:37:52.000Z,android wear
I loike,4,2015-10-09T11:03:11.000Z,i loike
Trustable GPS accuracy,5,2016-10-31T11:29:13.000Z,trustable gps accuracy
This app is regressing which each new version released.  What's the point of a spiffy UI when the fuctionalities suck.,1,2015-09-07T00:14:57.000Z,this app is regressing which each new version released what s the point of a spiffy ui when the fuctionalities suck
Driver cant be trusted. You wait for them and they never turn up sometimes,1,2016-11-27T13:02:42.000Z,driver cant be trusted you wait for them and they never turn up sometimes
"So far so good, love how convenient this app is and how it provides a platform across all cab companies! Pls consider allowing us to save commonly used locations and notes to the drivers! Would save us the hassle of needing to re-enter bookings from common locations like home or the workplace! Thanks.",4,2014-07-08T03:27:54.000Z,so far so good love how convenient this app is and how it provides a platform across all cab companies pls consider allowing us to save commonly used locations and notes to the drivers would save us the hassle of needing to re enter bookings from common locations like home or the workplace thanks
Suka donk gunainnya,5,2016-08-11T12:28:35.000Z,suka donk gunainnya
More freeride real free ride not discount.. ! Thanks anyway help me to mobile.,5,2016-10-24T14:53:09.000Z,more freeride real free ride not discount thanks anyway help me to mobile
"Just updated my Lenovo a7000 to os 6.0, and only Grab app does not work. It always ""unfortunately has to stop"".. Pls update your system to get on work on android os 6.0.",1,2016-04-26T04:12:04.000Z,just updated my lenovo a7000 to os 6 0 and only grab app does not work it always unfortunately has to stop pls update your system to get on work on android os 6 0
Fasilitas nya sudah bagus. Saya sering menggunakan aplikasi ini.Tapi sayang nya seringkali drivernya ga mau kalau di tempat yang ga begitu terkenal :( mohon ditingkatkan pelayanannya. But overall oke. Thanks grab bike :),4,2015-08-27T05:17:02.000Z,fasilitas nya sudah bagus saya sering menggunakan aplikasi ini tapi sayang nya seringkali drivernya ga mau kalau di tempat yang ga begitu terkenal mohon ditingkatkan pelayanannya but overall oke thanks grab bike
Keep it up! Love the promos!,5,2015-08-06T05:59:12.000Z,keep it up love the promos
it can't find some area that I'm located. even you change it to google. but over all I'm very satisfied will the app and the drivers,4,2016-06-22T06:33:47.000Z,it can t find some area that i m located even you change it to google but over all i m very satisfied will the app and the drivers
Murah aman terpercayaðŸ‘,5,2016-03-01T02:42:18.000Z,murah aman terpercaya
Seandainya di semua kota ada kaya gini,4,2016-03-06T15:05:53.000Z,seandainya di semua kota ada kaya gini
Really love this app. But why i cannot open my notifications?,4,2016-11-25T23:38:33.000Z,really love this app but why i cannot open my notifications
Berguna dlm trsnsportasi,5,2016-04-08T07:05:33.000Z,berguna dlm trsnsportasi
"Was using this app to book a cab since launch. However, recently, the default is being changed to economy car instead of normal taxi. I'm going to uninstall it if the default mode is not rectify to be normal taxi.",1,2015-07-07T01:47:47.000Z,was using this app to book a cab since launch however recently the default is being changed to economy car instead of normal taxi i m going to uninstall it if the default mode is not rectify to be normal taxi
I can monitor the driver who pick up my son from school.,5,2016-04-22T02:49:08.000Z,i can monitor the driver who pick up my son from school
My only suggestion is that maybe you can add the car color in the driver's description along with the car model and plate number for better identification.,5,2016-11-23T10:13:41.000Z,my only suggestion is that maybe you can add the car color in the driver s description along with the car model and plate number for better identification
Try ola guys coz this is Useless ! Doesn't go further after typing drop location.,1,2014-12-07T20:47:01.000Z,try ola guys coz this is useless doesn t go further after typing drop location
"Mantab aplikasinya, sering2 promo gan",5,2016-09-30T05:05:12.000Z,mantab aplikasinya sering2 promo gan
Guarantee Grab's better than the normal taxi cab!,5,2016-09-06T16:32:42.000Z,guarantee grab s better than the normal taxi cab
"Just 1 minute from pressing ""booking"" button, taxi hv already arrived",4,2015-06-22T03:10:04.000Z,just 1 minute from pressing booking button taxi hv already arrived
A sham and a ripoff in Indonesia. Prices are just ridiculous.,2,2016-02-02T03:24:54.000Z,a sham and a ripoff in indonesia prices are just ridiculous
Helpfull application,5,2015-05-17T08:28:55.000Z,helpfull application
Grab help me much for transportation at Jakarta.,5,2016-06-15T14:48:12.000Z,grab help me much for transportation at jakarta
"Safe, fast, reliable. Very nice driver's",5,2016-06-10T13:12:50.000Z,safe fast reliable very nice driver s
Mantap...sangat membantu saya,5,2016-05-05T17:03:52.000Z,mantap sangat membantu saya
"I used GrabTaxi app twice now and it was great!   Plus they have a 20 pesos off from the 70-peso booking fee (50 pesos only!) for GLOBE subscribers booking taxi via the app.  Along with the app, you get a clean cab plus a nice, courteous and friendly driver.  Kudos GrabTaxi!   Note: if would help to add more locations or landmarks like PS Bank in P.Tuazon Cubao which I cannot see in the app",5,2013-10-13T04:25:31.000Z,i used grabtaxi app twice now and it was great plus they have a 20 pesos off from the 70 peso booking fee 50 pesos only for globe subscribers booking taxi via the app along with the app you get a clean cab plus a nice courteous and friendly driver kudos grabtaxi note if would help to add more locations or landmarks like ps bank in p tuazon cubao which i cannot see in the app
Nice makes my life easy,5,2015-04-16T12:17:06.000Z,nice makes my life easy
"Point to pick up and drop off could be improved, any alse good effort...",3,2016-06-27T06:12:12.000Z,point to pick up and drop off could be improved any alse good effort
Great transport for jakarta city,5,2016-07-26T10:27:45.000Z,great transport for jakarta city
Such a helpful app!,5,2016-10-20T12:28:13.000Z,such a helpful app
The best online transportation ever. The driver drives properly and very polite,5,2016-06-21T13:20:04.000Z,the best online transportation ever the driver drives properly and very polite
"Love the same day shipping , ang hirap lang mag book minsa",5,2016-08-17T04:47:59.000Z,love the same day shipping ang hirap lang mag book minsa
best app ever.love the promo!,5,2015-05-12T23:17:13.000Z,best app ever love the promo
MAP nya dibuat lebih akurat,5,2016-04-23T01:07:59.000Z,map nya dibuat lebih akurat
"Drivers are approachable, cars are clean and comfortable. I just dont like when drivers cancelled once I booked.",4,2016-11-03T02:57:10.000Z,drivers are approachable cars are clean and comfortable i just dont like when drivers cancelled once i booked
Bad app,2,2016-10-20T05:04:05.000Z,bad app
This app is seriously awesome! Hassle free! Haha! No more being late for class already!!! :D,5,2014-11-23T23:48:23.000Z,this app is seriously awesome hassle free haha no more being late for class already d
"The new system makes everything has changed, and it worse! Found the driver by difficult! And waste time",1,2016-06-03T14:42:23.000Z,the new system makes everything has changed and it worse found the driver by difficult and waste time
Sometimes more reliable than uber,5,2016-05-19T11:15:39.000Z,sometimes more reliable than uber
The service friendly and comfortable,4,2016-12-04T13:30:16.000Z,the service friendly and comfortable
Open again,3,2016-10-31T08:32:16.000Z,open again
It helps a lot to get the best transportation and good services in advance.,5,2015-08-18T15:04:07.000Z,it helps a lot to get the best transportation and good services in advance
"I have to cancel the booking, cause there is no ok or done button. When I already arrived. Overall very good service. Thank you",4,2015-11-12T02:53:13.000Z,i have to cancel the booking cause there is no ok or done button when i already arrived overall very good service thank you
Fast and convenient,5,2014-05-20T13:56:08.000Z,fast and convenient
S U P E R,5,2016-03-29T05:56:26.000Z,s u p e r
But sometime it get trouble with the gps. On the beginning when I am login it. I was located at Rusia ðŸ˜‚,5,2016-11-24T09:23:01.000Z,but sometime it get trouble with the gps on the beginning when i am login it i was located at rusia
Courteous drivers.,3,2014-05-25T17:05:20.000Z,courteous drivers
Solusi transportasi kota besar..,5,2016-08-21T21:35:20.000Z,solusi transportasi kota besar
"Waited for more than 15min, when system map showed that the car was 8mins away. Then, driver cancelled booking without informing me. I had to call her and then I got to know she wasn't coming. Tried to use grabcar to book another car but the app keep lagging. And I got my account suspended after all this? Slow and troublesome system. Inconsiderate and incompetent driver. Nothing but inconvenience.",1,2015-10-27T03:15:49.000Z,waited for more than 15min when system map showed that the car was 8mins away then driver cancelled booking without informing me i had to call her and then i got to know she wasn t coming tried to use grabcar to book another car but the app keep lagging and i got my account suspended after all this slow and troublesome system inconsiderate and incompetent driver nothing but inconvenience
Five star for me. Safe. Affordable. Hassle free. ðŸ™†ðŸ™†ðŸ™†,5,2015-08-22T01:28:27.000Z,five star for me safe affordable hassle free
"This app, and the bike service these guys provide is simple, quick and easy to use. Quite brilliant....",5,2016-11-30T10:43:44.000Z,this app and the bike service these guys provide is simple quick and easy to use quite brilliant
Tingkatkan terus pelayanan dan SOP yg bagus utk drivenya ðŸ‘ðŸ‘ðŸ‘ðŸ‘,5,2016-09-16T10:35:21.000Z,tingkatkan terus pelayanan dan sop yg bagus utk drivenya
sangat membantu dalam perjalanan dan harga terjangkau,5,2016-11-09T08:17:12.000Z,sangat membantu dalam perjalanan dan harga terjangkau
Always hang!!!,1,2016-10-28T08:57:00.000Z,always hang
hassle free. keep the updates comin yo stabilize the app thanks,5,2014-12-12T04:15:08.000Z,hassle free keep the updates comin yo stabilize the app thanks
New App is not good hard to look for driver i want the old app,2,2015-07-23T14:04:00.000Z,new app is not good hard to look for driver i want the old app
Aplikasinya mudah digunakan n user friendly,5,2016-06-22T12:51:41.000Z,aplikasinya mudah digunakan n user friendly
"mudah,  cepat dan hemat waktu banyak",5,2016-11-03T12:49:47.000Z,mudah cepat dan hemat waktu banyak
Easy to use and quick invoice is wonderful.,4,2016-11-30T16:25:09.000Z,easy to use and quick invoice is wonderful
Pelayanan grab sangat memuaskan,5,2016-05-21T06:19:50.000Z,pelayanan grab sangat memuaskan
"Tarif terjangkau dan armada banyak, gak perlu tunggu lama.",5,2016-11-02T22:40:13.000Z,tarif terjangkau dan armada banyak gak perlu tunggu lama
NiÃ±o Mavas,1,2016-11-17T05:06:01.000Z,ni o mavas
Live this app. Very convenient.,4,2016-02-23T22:14:02.000Z,live this app very convenient
It very annoying when our position is not in GPS list. Please make your GPS system better.,1,2016-11-20T02:58:40.000Z,it very annoying when our position is not in gps list please make your gps system better
Im really amazed at the convenience of being in a private car with driver and also the friendly drivers,5,2014-09-10T12:08:58.000Z,im really amazed at the convenience of being in a private car with driver and also the friendly drivers
All for rent vehicles.,5,2016-08-27T07:26:54.000Z,all for rent vehicles
"Would give it a 5 but for some reason when I try to search for my desired location it comes out as "" no location found "". And it's not like a hard to find area. This is like at One Utama, The Curve, SEGi Uni etc . pls fix this !!!",3,2015-12-15T01:45:38.000Z,would give it a 5 but for some reason when i try to search for my desired location it comes out as no location found and it s not like a hard to find area this is like at one utama the curve segi uni etc pls fix this
"Affordable, reliable, and safe travel",5,2016-11-27T16:31:12.000Z,affordable reliable and safe travel
Sudah saya uninstall ya,1,2016-11-22T00:07:35.000Z,sudah saya uninstall ya
good for work ilike it,5,2016-12-02T01:50:54.000Z,good for work ilike it
It's really convenient to use grab!,5,2016-11-07T08:58:28.000Z,it s really convenient to use grab
They ask me to type down the number but said that the referral code is only for new members,2,2016-07-31T00:55:46.000Z,they ask me to type down the number but said that the referral code is only for new members
"I cant use my grab,estimated fare.",2,2016-09-03T02:48:53.000Z,i cant use my grab estimated fare
Bagus membantu masyarakat dengan bantuan gratis menggunakan transportasi.loved it,5,2016-11-26T02:54:15.000Z,bagus membantu masyarakat dengan bantuan gratis menggunakan transportasi loved it
I give 5star if u could feature a multiple journey or location input.,4,2016-10-06T06:13:29.000Z,i give 5star if u could feature a multiple journey or location input
Adanya aplikasi chatting sangat membantu,5,2016-11-28T06:59:19.000Z,adanya aplikasi chatting sangat membantu
Location search is terrible!,1,2015-03-15T06:21:00.000Z,location search is terrible
Really love itðŸŒŸðŸŒŸðŸŒŸðŸŒŸðŸŒŸ,5,2015-07-19T10:15:24.000Z,really love it
Mana ada driver marah marah ke konsumen di telfon? Haha gasuka banget,1,2016-02-19T06:56:31.000Z,mana ada driver marah marah ke konsumen di telfon haha gasuka banget
"Yg saya suka dari driver grab bike/car adalah mereka tau jalan. Kalaupun tidak tahu, mereka paham patokan, google maps, atau mencari di google maps dulu. Sehingga penumpang merasa nyaman dan yakin akan sampai di tujuan.",5,2016-09-29T12:43:47.000Z,yg saya suka dari driver grab bike car adalah mereka tau jalan kalaupun tidak tahu mereka paham patokan google maps atau mencari di google maps dulu sehingga penumpang merasa nyaman dan yakin akan sampai di tujuan
Very nice and kind driver. Fast booking.  Especially now during the holidays.,5,2013-12-21T13:12:57.000Z,very nice and kind driver fast booking especially now during the holidays
Y i hate it...it simply manipulating the hard earned income of those said drivers who hav no choice but hav to go to the extra miles in order to support themselves n their families...n to some stupid comments given over here...being a driver for tiz app rather than in being in those formal workforce is nothing shameful but commendable indeed!!!,1,2015-12-11T12:02:39.000Z,y i hate it it simply manipulating the hard earned income of those said drivers who hav no choice but hav to go to the extra miles in order to support themselves n their families n to some stupid comments given over here being a driver for tiz app rather than in being in those formal workforce is nothing shameful but commendable indeed
Keep growing positively!,5,2016-03-28T09:47:49.000Z,keep growing positively
Amazing application,5,2015-01-12T02:36:01.000Z,amazing application
Very useful. All drivers are kind and patient.,5,2016-10-07T00:17:51.000Z,very useful all drivers are kind and patient
Took 20 from my card but still wont accept it. Pls fix this,3,2016-09-30T11:29:45.000Z,took 20 from my card but still wont accept it pls fix this
Begitu d klik cepat datang mobilnya dan ongkosnya relatif lebih murah.,5,2016-01-31T10:08:36.000Z,begitu d klik cepat datang mobilnya dan ongkosnya relatif lebih murah
"Grab a taxi, fast and easy.",5,2015-01-07T09:09:54.000Z,grab a taxi fast and easy
Tried it the other day and response is really fast!  And the zero booking fee for being a globe user is a real treat!  Will use this again soon!,4,2013-12-11T05:00:43.000Z,tried it the other day and response is really fast and the zero booking fee for being a globe user is a real treat will use this again soon
Cepet datengnya. Makasi ya GrabBike!,5,2015-07-03T15:40:04.000Z,cepet datengnya makasi ya grabbike
Very helpful and best service,5,2016-11-11T06:22:10.000Z,very helpful and best service
